lin,1549426
chang,2645787
huang,3740873
wang,4682234
wu,5525089
liu,6193475
hsu,6838741
yang,7415575
tsai,7963089
cheng,8379070
hsieh,8703615
lu,9023061
kuo,9336017
chou,9642252
yu,9935565
liao,10206628
lai,10467898
su,10718506
chiu,10966507
tseng,11213755
yeh,11458801
chiang,11696546
hung,11924440
li,12123130
chu,12310521
kao,12490959
ho,12670180
shih,12844186
chuang,13013789
chung,13167051
lo,13316373
hu,13461060
hsiao,13605167
chien,13746029
chao,13874201
peng,14002026
shen,14125215
yen,14247825
wei,14368291
pan,14483890
liang,14593926
sun,14697125
fang,14783694
tu,14867655
fan,14948255
tang,15023061
ko,15097114
wen,15168443
fu,15238671
tai,15303047
weng,15367191
sung,15426931
tsao,15480066
tung,15531810
ku,15582743
hou,15632459
hong,15681885
ting,15731253
teng,15778535
yao,15822457
yuan,15865509
chi,15907519
hwang,15949065
lan,15990553
lien,16031230
feng,16070574
chin,16108354
ma,16145033
chen,16180689
chiou,16215108
ou,16249469
hsueh,16283192
han,16314772
kung,16346120
kang,16377352
tan,16407773
jiang,16437440
pai,16464963
kuan,16491212
cho,16517171
shu,16543072
yin,16568336
luo,16593136
yi,16616719
liou,16640244
ke,16663190
chia,16684050
zhang,16704678
tien,16724785
tsou,16744486
shao,16764071
shieh,16783251
ling,16802141
wan,16820278
ni,16837719
guo,16854986
dai,16872137
jeng,16889288
tzeng,16906382
ching,16922838
hsia,16939294
mao,16954591
hsiung,16969425
lim,16984027
jan,16998571
jen,17012536
song,17026385
lee,17040015
chun,17053400
tao,17066611
deng,17079822
sheng,17092801
yan,17105607
ding,17118123
meng,17130581
juan,17142691
leu,17154454
zheng,17166159
xu,17177806
kan,17189395
du,17200578
lei,17211761
sheu,17222828
hua,17233837
shi,17244788
chow,17255160
liaw,17265358
shyu,17275151
ng,17284944
he,17294505
juang,17303950
jang,17313337
tsui,17322608
hui,17331763
ju,17340918
hao,17350015
jian,17359112
chiao,17368151
chai,17376959
hsiang,17385651
pu,17394227
jou,17402629
shiau,17410857
zeng,17419085
chueh,17427313
pang,17435483
lau,17443653
lou,17451533
tong,17459355
xie,17467120
ouyang,17474827
lung,17482418
xiao,17489835
yun,17497136
fong,17504379
lian,17511564
jung,17518691
shiu,17525760
yung,17532829
ya,17539840
dong,17546619
jao,17553283
zhou,17559947
ye,17566611
cai,17573217
ong,17579765
chih,17586197
tsay,17592571
an,17598887
nien,17605145
jin,17611403
gao,17617661
horng,17623861
hsin,17630061
gu,17636087
pao,17642113
ying,17648139
po,17654165
tso,17660133
miao,17666043
mei,17671895
bai,17677689
chong,17683310
shang,17688815
tsung,17694262
shin,17699593
yueh,17704924
lam,17710197
jia,17715296
tuan,17720337
mu,17725262
shan,17730187
shiao,17735112
hsing,17739979
hsi,17744788
zhu,17749597
haung,17754406
cheung,17759215
pi,17764024
shiue,17768717
