sari,902933
setiawan,1533616
lestari,2156794
hidayat,2663442
saputra,3169872
wati,3664006
rahayu,4157959
santoso,4564845
wahyuni,4967184
kurniawan,5351289
dewi,5728739
susanti,6103900
putra,6465319
susanto,6802890
astuti,7128104
ningsih,7451941
arifin,7768029
handayani,8071413
siregar,8348293
gunawan,8622163
rahman,8887368
wijaya,9148700
irawan,9394852
wibowo,9640508
hasanah,9865803
wulandari,10087632
nugroho,10308597
aminah,10523418
hadi,10734414
yanti,10940404
efendi,11145418
putri,11349508
fatimah,11552556
wahyudi,11754000
sinaga,11954015
prasetyo,12152843
utami,12348682
widodo,12544513
nurhayati,12739099
anwar,12931891
suryani,13120307
purwanto,13305510
lubis,13489951
utomo,13674210
pratama,13858247
purnomo,14040919
maulana,14222681
ali,14402955
rohman,14581010
nasution,14757622
mulyani,14931245
rahmawati,15103439
purba,15267367
hermawan,15430503
harahap,15590654
yusuf,15749477
kogoya,15905581
hartono,16058486
hasan,16210048
abidin,16357111
wiyono,16501230
ahmad,16644227
riyanto,16784091
hayati,16923845
yani,17063277
ginting,17201648
riyadi,17338648
fauzi,17475374
hakim,17609754
simanjuntak,17744026
amin,17870926
aisyah,17997654
salim,18121718
khasanah,18242930
huda,18362233
hasibuan,18480922
hidayah,18598565
bahri,18715123
saputro,18831479
susilo,18947782
marlina,19060577
nugraha,19172803
aini,19283450
sihombing,19393693
safitri,19502716
nurjanah,19611663
sulastri,19719679
permana,19827494
nur,19935226
agustina,20042539
pratiwi,20149741
tarigan,20256521
iskandar,20362521
hidayati,20468226
sembiring,20573848
se,20679409
aisah,20784580
sumarni,20888956
sumiati,20992875
yanto,21095961
sutrisno,21198214
yulianti,21299828
ismail,21401406
mulyadi,21501536
suryana,21600776
anggraini,21699656
hartati,21798440
supriadi,21896444
spd,21994380
purwanti,22092041
supriatna,22189564
rohmah,22286452
mulyono,22383211
mulyana,22479889
kurniawati,22576423
abdullah,22672351
pasaribu,22767696
kurnia,22862795
saragih,22956687
mulyati,23050108
usman,23143315
khotimah,23236494
prayitno,23329595
supriyanto,23422033
kusuma,23513930
siswanto,23605774
hamid,23696764
anggraeni,23787320
aziz,23876998
akbar,23966622
wenda,24055938
tabuni,24144932
saleh,24233872
ibrahim,24322679
haryanto,24410799
susilawati,24498498
wahyuningsih,24585878
ridwan,24673110
herawati,24760222
raharjo,24846980
setiawati,24933342
sitorus,25019245
azizah,25104003
astutik,25188578
manurung,25272635
nuraeni,25356205
supriyadi,25439395
siahaan,25522526
azis,25605393
anam,25687780
suwito,25770066
firmansyah,25852278
wijayanti,25934274
situmorang,26015899
asih,26097467
cahyono,26178694
jaya,26258828
setyawan,26338844
kurniasih,26418802
farida,26498249
darmawan,26577510
damayanti,26656283
yuliana,26734678
andriani,26813011
yulianto,26891314
mustofa,26969581
rahmat,27046761
fitriani,27123587
susilowati,27199649
ramadhan,27275429
kartini,27351197
karim,27426931
saepudin,27502196
jannah,27577369
halim,27652403
panjaitan,27727327
maryati,27802169
nainggolan,27876529
hariyanto,27950611
suherman,28024610
hj,28098267
sutisna,28170928
arif,28243118
basri,28315295
halimah,28387261
priyanto,28459085
setyowati,28530773
rifai,28601654
syahputra,28672494
slamet,28743206
purnama,28813756
sudrajat,28884290
puspitasari,28954760
wonda,29025169
hartini,29094883
tanjung,29164456
suryadi,29233817
soleh,29302836
ernawati,29371575
umar,29440133
