smith,950482
johnson,1730489
williams,2298085
brown,2863944
jones,3340908
miller,3814586
davis,4243520
garcia,5470873
rodriguez,5937332
wilson,6297536
martinez,6762579
anderson,7128528
taylor,7409472
thomas,8567907
hernandez,9027048
moore,9285557
martin,9763182
jackson,9969680
thompson,10253202
white,10502613
lopez,11149010
lee,34068694
gonzalez,34295827
harris,34509502
clark,34734334
lewis,34963802
robinson,35149922
walker,35325380
perez,35901835
hall,36129147
young,37503694
allen,37693675
sanchez,38139329
wright,38315476
king,38701784
scott,38874021
green,39014603
baker,39200611
adams,39386500
nelson,39596740
hill,39769684
ramirez,40147001
campbell,40306941
mitchell,40450240
roberts,40622361
carter,40763754
phillips,40922086
evans,41058981
turner,41169750
torres,41631490
parker,41774158
collins,41891762
edwards,42018590
stewart,42137491
flores,42809613
morris,42943668
nguyen,72693959
murphy,72823174
rivera,73440068
cook,73569778
rogers,73693427
morgan,73809515
peterson,73952536
cooper,74060575
reed,74167552
bailey,74273919
bell,74382467
gomez,74656601
kelly,74784189
howard,74881005
ward,74982654
cox,75081625
diaz,75381233
richardson,75471065
wood,75597188
watson,75711131
brooks,75809839
bennett,75907851
gray,76012005
james,76200916
reyes,77600632
cruz,78896907
hughes,78986369
price,79082447
myers,79167880
long,79565699
foster,79667378
sanders,79740275
ross,79841457
morales,80111333
powell,80193624
sullivan,80292818
russell,80385454
ortiz,80531438
jenkins,80601971
gutierrez,80900038
perry,80997855
butler,81071662
barnes,81155833
fisher,81244150
henderson,81323986
coleman,81392831
simmons,81463409
patterson,81536875
jordan,81623648
reynolds,81705799
hamilton,81791305
graham,81872816
kim,100216029
gonzales,100817224
alexander,100993258
ramos,101966461
wallace,102048488
griffin,102113304
west,102186805
cole,102267556
hayes,102338796
chavez,102448456
gibson,102514848
bryant,102569976
ellis,102650027
stevens,102746178
murray,102831817
ford,102897824
marshall,102972253
owens,103026917
mcdonald,103102637
harrison,103176379
ruiz,103353563
kennedy,103432515
wells,103495650
alvarez,103689790
woods,103748875
mendoza,104625423
castillo,105164865
olson,105253156
webb,105315279
washington,105356038
tucker,105409806
freeman,105470000
burns,105542968
henry,105634962
vasquez,105745354
snyder,105818661
simpson,105888287
crawford,105951536
jimenez,106192472
porter,106258349
mason,106323652
shaw,106516065
gordon,106585785
wagner,106652227
hunter,106713991
romero,106920046
hicks,106976884
dixon,107034650
hunt,107107603
palmer,107175287
robertson,107236909
black,107299987
holmes,107346539
stone,107428930
meyer,107514238
boyd,107575523
mills,107634687
warren,107698287
fox,107779333
rose,107855733
rice,107914309
moreno,108007806
schmidt,108074766
patel,121329446
ferguson,121392039
nichols,121450233
herrera,121592426
medina,121864165
ryan,121953339
fernandez,122673530
weaver,122729055
daniels,122790116
stephens,122841451
gardner,122902461
payne,122950771
kelley,123015422
dunn,123101704
pierce,123156310
arnold,123214926
tran,136226969
spencer,136319734
peters,136424435
hawkins,136474039
grant,136528993
hansen,136609077
castro,137119440
hoffman,137177804
hart,137238738
elliott,137294370
cunningham,137348448
knight,137401192
bradley,137453707
carroll,137511356
hudson,137562365
duncan,137613229
armstrong,137674320
berry,137731258
andrews,137807557
johnston,137874603
ray,138035596
lane,138099959
riley,138149864
carpenter,138207047
perkins,138261636
aguilar,138481570
silva,138711188
richards,138777784
willis,138835573
matthews,138896744
chapman,138949082
lawrence,139021188
garza,139039808
vargas,139143927
watkins,139184335
wheeler,139234225
larson,139300810
carlson,139365677
harper,139408830
george,139968193
greene,140014839
burke,140072043
guzman,140242524
